filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
000002.mp3,0.3969074785709381,0.14519472420215607,3037.6447245133295,2690.110827270858,6214.647548684402,0.16369487073973663,-67.38420104980469,65.15507507324219,-10.669196128845215,12.176932334899902,-3.3035569190979004,9.916470527648926,-1.9857405424118042,5.41533899307251,-6.1617584228515625,1.091335654258728,-10.330049514770508,3.4071731567382812,-3.014470338821411,8.196856498718262,-3.3063955307006836,1.253358244895935,-8.481487274169922,-2.0407485961914062,-2.946624279022217,0.0940764769911766,Hip-Hop
000005.mp3,0.4244530200958252,0.1488301306962967,2414.485639795055,2598.615712384908,5437.108789213671,0.10008518467008513,-106.5502700805664,87.23275756835938,12.141687393188477,24.14588737487793,-0.9904226064682007,12.835356712341309,-5.549106121063232,17.376985549926758,-6.247109413146973,-0.07804866135120392,-1.8361735343933105,8.863916397094727,3.4389662742614746,7.301509857177734,0.21963727474212646,0.9318913817405701,-4.123279571533203,-0.5818842649459839,-1.6064642667770386,1.3420162200927734,Hip-Hop
000010.mp3,0.3976678252220154,0.1882513165473938,2349.5592922068136,2051.9245337027955,4315.856035322667,0.14867426534663053,-17.238174438476562,94.44203186035156,-48.61454772949219,32.370765686035156,-4.550583839416504,2.220590353012085,-2.271864891052246,2.682117223739624,-5.288854598999023,0.5125930905342102,-9.24427604675293,2.2399396896362305,-6.41642951965332,2.6771087646484375,-5.104513168334961,-0.9110985994338989,-3.207995653152466,3.043154001235962,-1.0365114212036133,3.882601022720337,Pop
000140.mp3,0.2950986921787262,0.06921780109405518,1746.3222796217713,2484.493384329064,3863.17506490245,0.04432239724535244,-278.57537841796875,101.5307388305664,36.42723846435547,35.59011459350586,26.10404396057129,11.712230682373047,10.153307914733887,5.554251194000244,0.6927932500839233,7.023210525512695,-4.7802910804748535,-1.6147003173828125,-6.836419582366943,2.8799149990081787,-8.271724700927734,1.2390013933181763,-5.205991744995117,-0.7544366121292114,-6.319377422332764,-1.1723791360855103,Folk
000141.mp3,0.26204222440719604,0.10135789215564728,1654.2371111848006,2036.5002451033326,3315.6379161926316,0.061835846727343144,-208.5692596435547,116.6339340209961,-1.7237114906311035,26.018598556518555,9.688706398010254,-4.179668426513672,7.2354912757873535,-5.119751930236816,-0.05203258991241455,2.222994804382324,-3.3266000747680664,-3.3968029022216797,-4.810870170593262,3.130366563796997,-2.1266653537750244,5.053832530975342,-0.1700904667377472,3.0874364376068115,-8.66592788696289,-1.0981682538986206,Folk
000148.mp3,0.3321416974067688,0.4786772131919861,1707.2305724191474,1878.8854036601856,3543.3377786720566,0.09019209007068164,7.710216045379639,126.73258209228516,-28.737667083740234,31.715044021606445,11.85219669342041,12.92056941986084,-2.321436643600464,14.691609382629395,-1.1120119094848633,8.886786460876465,-0.5540555119514465,7.163163661956787,-0.23831933736801147,10.883864402770996,5.996387958526611,6.31807279586792,-1.195581078529358,8.379592895507812,8.224873542785645,4.861196041107178,Experimental
000182.mp3,0.36936724185943604,0.27530384063720703,1876.765013122882,1749.1516111772025,3949.4927846241294,0.1005602384868421,-26.02181053161621,136.6739959716797,-60.671356201171875,43.479835510253906,-37.33097457885742,32.49665069580078,-4.454400539398193,13.84919548034668,11.912854194641113,7.395015716552734,12.130247116088867,12.426353454589844,3.1928207874298096,11.543764114379883,-2.851929187774658,1.793016791343689,-0.09794210642576218,-1.9106025695800781,-0.7550202012062073,-1.6091753244400024,Rock
000190.mp3,0.24496768414974213,0.13298171758651733,1899.875199111451,2018.9610526195613,3714.994202604973,0.0883505617501935,-139.90843200683594,97.18701934814453,-23.466787338256836,26.181365966796875,-8.045514106750488,-3.197767972946167,-22.364669799804688,-6.454603672027588,-20.433717727661133,-5.495286464691162,-16.56046485900879,-4.755204677581787,-8.716602325439453,-6.129287242889404,-8.166216850280762,-8.738450050354004,-9.176325798034668,-1.9971160888671875,-6.3037848472595215,-8.047345161437988,Folk
000193.mp3,0.3356803059577942,0.0833263099193573,1584.1465798135234,1754.44801278516,3206.946112812258,0.07722294672250193,-198.2923583984375,120.71194458007812,-29.782079696655273,35.7856559753418,-10.451662063598633,5.316995620727539,-13.973686218261719,-5.228672981262207,-16.383747100830078,-7.792897701263428,-11.733329772949219,-4.999311923980713,-7.8476667404174805,-7.091022491455078,-13.875327110290527,-8.470307350158691,-10.472196578979492,-8.709440231323242,-9.455057144165039,-9.769729614257812,Folk
000194.mp3,0.3072439730167389,0.09647399932146072,1546.6949668819134,1760.5902767680898,3087.01466657798,0.07286879595588236,-184.8936309814453,119.1798324584961,-26.943012237548828,29.495901107788086,-8.5575532913208,4.016903877258301,-12.65693187713623,-1.4311320781707764,-17.04837417602539,-5.560842990875244,-13.38253402709961,-2.44413685798645,-8.819992065429688,-9.322660446166992,-9.185624122619629,-5.51934814453125,-10.01042366027832,-6.687112808227539,-8.280013084411621,-6.8478899002075195,Folk
